Config, run1, run2, run3, run4, run5, M, N, R, operation
fO3_scalar, 0.00172056, 0.00177263, 0.00394194, 0.00176679, 0.00191578, 1000, 1000, 1000, 4
fO3_scalar, 0.00561902, 0.00588086, 0.00503839, 0.00601087, 0.00548544, 2000, 2000, 2000, 4
fO3_scalar, 0.0527909, 0.053242, 0.0537751, 0.0523024, 0.0535939, 4000, 4000, 4000, 4
fO3_transpose, 0.000213305, 0.00288602, 0.000185073, 0.000136328, 0.000174479, 100, 100, 100, 5
fO3_transpose, 0.000969061, 0.00217246, 0.000813476, 0.00090946, 0.000817024, 500, 500, 500, 5
fO3_transpose, 0.00216937, 0.00249206, 0.00198354, 0.00434773, 0.00215978, 1000, 1000, 1000, 5
fO3_transpose, 0.0107713, 0.0063724, 0.00639772, 0.00572803, 0.00611872, 2000, 2000, 2000, 5
fO3_transpose, 0.0628213, 0.0672177, 0.0666583, 0.072074, 0.0688164, 4000, 4000, 4000, 5
fO3_sub_mul, 0.000860759, 0.000188285, 0.00399008, 0.000196584, 0.000179789, 100, 100, 100, 6
fO3_sub_mul, 0.00194345, 0.0018577, 0.00180828, 0.0018187, 0.00193686, 500, 500, 500, 6
fO3_sub_mul, 0.00489517, 0.00505407, 0.0255126, 0.0186624, 0.00489838, 1000, 1000, 1000, 6
fO3_sub_mul, 0.0364279, 0.0253749, 0.0249322, 0.0256167, 0.0368349, 2000, 2000, 2000, 6
fO3_sub_mul, 0.125949, 0.122548, 0.121932, 0.125546, 0.119717, 4000, 4000, 4000, 6
fO3native_add, 0.000180933, 0.000169761, 0.00258651, 0.00218624, 0.000161451, 100, 100, 100, 1
fO3native_add, 0.00076816, 0.00101116, 0.000836496, 0.00615055, 0.000779317, 500, 500, 500, 1
fO3native_add, 0.00436073, 0.00260176, 0.00433064, 0.0023744, 0.00195102, 1000, 1000, 1000, 1
fO3native_add, 0.0118763, 0.00619864, 0.00599432, 0.00613826, 0.00813398, 2000, 2000, 2000, 1
fO3native_add, 0.0574652, 0.0527968, 0.0540883, 0.0530705, 0.053204, 4000, 4000, 4000, 1
fO3native_sub, 0.000164466, 0.000190441, 0.00013145, 0.000140975, 0.000168466, 100, 100, 100, 2
fO3native_sub, 0.00077189, 0.000778728, 0.000773124, 0.00346251, 0.00341582, 500, 500, 500, 2
fO3native_sub, 0.00193926, 0.00431044, 0.00187054, 0.0019439, 0.00240142, 1000, 1000, 1000, 2
fO3native_sub, 0.0100068, 0.00627032, 0.00609992, 0.00906751, 0.00865793, 2000, 2000, 2000, 2
fO3native_sub, 0.0523429, 0.05276, 0.0510028, 0.0514086, 0.0529236, 4000, 4000, 4000, 2
fO3native_matmul, 0.00183804, 0.00250659, 0.00157101, 0.00335891, 0.00224896, 100, 100, 100, 3
fO3native_matmul, 0.0132153, 0.0103857, 0.0165501, 0.0116788, 0.0112888, 500, 500, 500, 3
fO3native_matmul, 0.0581259, 0.0624341, 0.057865, 0.0590708, 0.0614039, 1000, 1000, 1000, 3
fO3native_matmul, 0.447479, 0.452945, 0.461796, 0.43297, 0.428777, 2000, 2000, 2000, 3
fO3native_matmul, 3.43286, 3.46736, 3.44625, 3.64208, 3.81084, 4000, 4000, 4000, 3
fO3native_scalar, 0.000157539, 0.000148959, 0.00618896, 0.000174005, 0.000160219, 100, 100, 100, 4
fO3native_scalar, 0.000768346, 0.00125956, 0.000761103, 0.000780206, 0.000767725, 500, 500, 500, 4
fO3native_scalar, 0.00178154, 0.00381016, 0.00195703, 0.00518081, 0.0019284, 1000, 1000, 1000, 4
fO3native_scalar, 0.00719426, 0.00612062, 0.00573778, 0.00682126, 0.00530898, 2000, 2000, 2000, 4
fO3native_scalar, 0.0526993, 0.0533887, 0.0698422, 0.052046, 0.0523038, 4000, 4000, 4000, 4
fO3native_transpose, 0.000149072, 0.000159407, 0.000202891, 0.000140824, 0.000146405, 100, 100, 100, 5
fO3native_transpose, 0.00343502, 0.000853598, 0.000811006, 0.000793953, 0.00362958, 500, 500, 500, 5
fO3native_transpose, 0.00216511, 0.00213981, 0.00200512, 0.00194378, 0.0019753, 1000, 1000, 1000, 5
fO3native_transpose, 0.00625337, 0.00594429, 0.00593106, 0.00631119, 0.0130173, 2000, 2000, 2000, 5
fO3native_transpose, 0.0704102, 0.071545, 0.0787061, 0.0686232, 0.0736688, 4000, 4000, 4000, 5
fO3native_sub_mul, 0.000217273, 0.0148287, 0.00777953, 0.000203722, 0.000219328, 100, 100, 100, 6
fO3native_sub_mul, 0.00186729, 0.00921292, 0.00184329, 0.00179412, 0.00178234, 500, 500, 500, 6
fO3native_sub_mul, 0.00443083, 0.00422766, 0.00515933, 0.0068802, 0.00427038, 1000, 1000, 1000, 6
fO3native_sub_mul, 0.0235545, 0.0399579, 0.0200854, 0.0166815, 0.0151787, 2000, 2000, 2000, 6
fO3native_sub_mul, 0.12049, 0.123301, 0.129848, 0.129147, 0.123081, 4000, 4000, 4000, 6
