Config, run1, run2, run3, run4, run5, M, N, R, operation , threads
fO3native_add, 0.00171486, 0.00161545, 0.00165961, 0.00182043, 0.0015379, 1000, 1000, 1000, 1 , 4
fO3native_add, 0.00538789, 0.00523251, 0.00496718, 0.00520965, 0.00519494, 2000, 2000, 2000, 1 , 4
fO3native_add, 0.0188885, 0.0189851, 0.0186373, 0.0189924, 0.0183514, 4000, 4000, 4000, 1 , 4
fO3native_sub, 0.000174636, 0.00017693, 0.000176338, 0.000168636, 0.000187983, 10, 10, 10, 2 , 4
fO3native_sub, 0.000187716, 0.00017026, 0.000183691, 0.000186103, 0.000187425, 25, 25, 25, 2 , 4
fO3native_sub, 0.000258032, 0.00018375, 0.000176048, 0.000187844, 0.000189348, 50, 50, 50, 2 , 4
fO3native_sub, 0.00021745, 0.000203259, 0.000224502, 0.000209128, 0.000215898, 100, 100, 100, 2 , 4
fO3native_sub, 0.00111455, 0.000984822, 0.00106981, 0.00108541, 0.00102382, 500, 500, 500, 2 , 4
fO3native_sub, 0.00152748, 0.00153003, 0.00197658, 0.0017816, 0.0016288, 1000, 1000, 1000, 2 , 4
fO3native_sub, 0.00530841, 0.00518378, 0.00509176, 0.00517235, 0.0052462, 2000, 2000, 2000, 2 , 4
fO3native_sub, 0.0182752, 0.0190273, 0.0191234, 0.0183725, 0.0181824, 4000, 4000, 4000, 2 , 4
fO3native_matmul, 0.000547322, 0.000560132, 0.000481852, 0.000558227, 0.000544197, 10, 10, 10, 3 , 4
fO3native_matmul, 0.00058679, 0.000554414, 0.000554765, 0.000557271, 0.000598769, 25, 25, 25, 3 , 4
fO3native_matmul, 0.000598519, 0.000571038, 0.000605581, 0.000584565, 0.000559551, 50, 50, 50, 3 , 4
fO3native_matmul, 0.000718804, 0.0007755, 0.000704832, 0.000659278, 0.000729601, 100, 100, 100, 3 , 4
fO3native_matmul, 0.00573955, 0.00589467, 0.00636199, 0.00732514, 0.00505319, 500, 500, 500, 3 , 4
fO3native_matmul, 0.0316364, 0.0313629, 0.0285996, 0.0315818, 0.0318986, 1000, 1000, 1000, 3 , 4
fO3native_matmul, 0.173231, 0.181406, 0.185434, 0.187629, 0.176941, 2000, 2000, 2000, 3 , 4
fO3native_matmul, 1.36961, 1.42666, 1.40308, 1.35125, 1.36408, 4000, 4000, 4000, 3 , 4
fO3native_scalar, 0.000182717, 0.000172301, 0.000234587, 0.000233386, 0.000169057, 10, 10, 10, 4 , 4
fO3native_scalar, 0.000183109, 0.000183679, 0.000179223, 0.000185162, 0.000189599, 25, 25, 25, 4 , 4
fO3native_scalar, 0.000204081, 0.000183519, 0.000175371, 0.000181897, 0.000195117, 50, 50, 50, 4 , 4
fO3native_scalar, 0.000216851, 0.000216981, 0.000265382, 0.000225142, 0.000200974, 100, 100, 100, 4 , 4
fO3native_scalar, 0.000990107, 0.0010699, 0.0010654, 0.000967693, 0.00110629, 500, 500, 500, 4 , 4
fO3native_scalar, 0.00166114, 0.00171785, 0.00164459, 0.0014191, 0.00146939, 1000, 1000, 1000, 4 , 4
fO3native_scalar, 0.00477084, 0.00491762, 0.00469401, 0.00474414, 0.00470634, 2000, 2000, 2000, 4 , 4
fO3native_scalar, 0.0166464, 0.0164314, 0.0167782, 0.0164219, 0.0168653, 4000, 4000, 4000, 4 , 4
fO3native_transpose, 0.000269671, 0.000208018, 0.000178282, 0.000174601, 0.000180114, 10, 10, 10, 5 , 4
fO3native_transpose, 0.000184871, 0.000206925, 0.000187165, 0.000182378, 0.000183695, 25, 25, 25, 5 , 4
fO3native_transpose, 0.000181195, 0.000210681, 0.00019726, 0.000180188, 0.000202908, 50, 50, 50, 5 , 4
fO3native_transpose, 0.000232494, 0.000228487, 0.000205482, 0.000199585, 0.000200575, 100, 100, 100, 5 , 4
fO3native_transpose, 0.00110419, 0.00107971, 0.00101122, 0.00104892, 0.00101685, 500, 500, 500, 5 , 4
fO3native_transpose, 0.001677, 0.00163107, 0.00156541, 0.00156726, 0.0015437, 1000, 1000, 1000, 5 , 4
fO3native_transpose, 0.00533899, 0.00549333, 0.00552121, 0.00540878, 0.00546715, 2000, 2000, 2000, 5 , 4
fO3native_transpose, 0.021211, 0.021254, 0.0210445, 0.0210499, 0.0207603, 4000, 4000, 4000, 5 , 4
fO3native_sub_mul, 0.000189628, 0.000209299, 0.000206614, 0.000182348, 0.000183167, 10, 10, 10, 6 , 4
fO3native_sub_mul, 0.00018389, 0.000212693, 0.000205243, 0.000193775, 0.000180535, 25, 25, 25, 6 , 4
fO3native_sub_mul, 0.000201617, 0.000210491, 0.000211431, 0.000216069, 0.000224762, 50, 50, 50, 6 , 4
fO3native_sub_mul, 0.0003285, 0.000258013, 0.000317644, 0.000249439, 0.000279696, 100, 100, 100, 6 , 4
fO3native_sub_mul, 0.00216033, 0.00211206, 0.00211996, 0.00200146, 0.00213363, 500, 500, 500, 6 , 4
fO3native_sub_mul, 0.00338212, 0.00418486, 0.00339776, 0.00379618, 0.00352303, 1000, 1000, 1000, 6 , 4
fO3native_sub_mul, 0.0112997, 0.0112486, 0.0109814, 0.0112882, 0.0113342, 2000, 2000, 2000, 6 , 4
fO3native_sub_mul, 0.0424339, 0.0436236, 0.0432287, 0.0425606, 0.0444499, 4000, 4000, 4000, 6 , 4
fO3native_add, 0.000271343, 0.000257161, 0.000260497, 0.00032247, 0.000256189, 10, 10, 10, 1 , 8
fO3native_add, 0.00025588, 0.000263391, 0.000251905, 0.000256802, 0.000272975, 25, 25, 25, 1 , 8
fO3native_add, 0.000281258, 0.000278653, 0.000327097, 0.000273496, 0.000275148, 50, 50, 50, 1 , 8
fO3native_add, 0.000327408, 0.000292534, 0.000300928, 0.000300677, 0.000313247, 100, 100, 100, 1 , 8
fO3native_add, 0.00107051, 0.0011085, 0.00112802, 0.00110382, 0.00106385, 500, 500, 500, 1 , 8
fO3native_add, 0.00191945, 0.00176345, 0.00177968, 0.00185838, 0.00180031, 1000, 1000, 1000, 1 , 8
fO3native_add, 0.00528595, 0.00540147, 0.00518182, 0.00537728, 0.00531964, 2000, 2000, 2000, 1 , 8
fO3native_add, 0.0186298, 0.018101, 0.0183934, 0.0182976, 0.0180825, 4000, 4000, 4000, 1 , 8
fO3native_sub, 0.000238413, 0.000248378, 0.000257366, 0.000267237, 0.000267627, 10, 10, 10, 2 , 8
fO3native_sub, 0.000275489, 0.000264772, 0.00025642, 0.000266289, 0.000317854, 25, 25, 25, 2 , 8
fO3native_sub, 0.000265594, 0.00027644, 0.000322411, 0.000268179, 0.000269902, 50, 50, 50, 2 , 8
fO3native_sub, 0.000342682, 0.000314699, 0.000289161, 0.000290251, 0.00029522, 100, 100, 100, 2 , 8
fO3native_sub, 0.00110366, 0.000996427, 0.00111882, 0.00098328, 0.00108905, 500, 500, 500, 2 , 8
fO3native_sub, 0.00181489, 0.00178266, 0.00179943, 0.00191893, 0.00182144, 1000, 1000, 1000, 2 , 8
fO3native_sub, 0.00527136, 0.00531743, 0.00519175, 0.00536378, 0.00513503, 2000, 2000, 2000, 2 , 8
fO3native_sub, 0.0182947, 0.0181385, 0.0179174, 0.018023, 0.0181384, 4000, 4000, 4000, 2 , 8
fO3native_matmul, 0.00756679, 0.00756198, 0.00752459, 0.00764683, 0.00754866, 10, 10, 10, 3 , 8
fO3native_matmul, 0.000626012, 0.00757093, 0.00756348, 0.00756912, 0.00757037, 25, 25, 25, 3 , 8
fO3native_matmul, 0.00801267, 0.00757578, 0.00760638, 0.00555958, 0.00545725, 50, 50, 50, 3 , 8
fO3native_matmul, 0.00768588, 0.000758409, 0.000805567, 0.000773568, 0.00770782, 100, 100, 100, 3 , 8
fO3native_matmul, 0.0051424, 0.0118703, 0.012422, 0.0117954, 0.00659871, 500, 500, 500, 3 , 8
fO3native_matmul, 0.0348973, 0.0301462, 0.0271251, 0.0264367, 0.026313, 1000, 1000, 1000, 3 , 8
fO3native_matmul, 0.184422, 0.182432, 0.198958, 0.187891, 0.183595, 2000, 2000, 2000, 3 , 8
fO3native_matmul, 1.39417, 1.4187, 1.40075, 1.39653, 1.42265, 4000, 4000, 4000, 3 , 8
fO3native_scalar, 0.00023959, 0.000267157, 0.000256711, 0.000238042, 0.000237502, 10, 10, 10, 4 , 8
fO3native_scalar, 0.000252303, 0.000264803, 0.000286346, 0.000263131, 0.000385498, 25, 25, 25, 4 , 8
fO3native_scalar, 0.000281377, 0.000260757, 0.000293467, 0.000264642, 0.000265674, 50, 50, 50, 4 , 8
fO3native_scalar, 0.000299526, 0.000304533, 0.000300196, 0.000300881, 0.000291895, 100, 100, 100, 4 , 8
fO3native_scalar, 0.00111432, 0.00108159, 0.00103964, 0.00107703, 0.00102022, 500, 500, 500, 4 , 8
fO3native_scalar, 0.00164259, 0.00159368, 0.00170996, 0.00168216, 0.0016142, 1000, 1000, 1000, 4 , 8
fO3native_scalar, 0.00480671, 0.00467185, 0.00484679, 0.00496097, 0.00494309, 2000, 2000, 2000, 4 , 8
fO3native_scalar, 0.0166871, 0.0166988, 0.0164774, 0.0166979, 0.0166448, 4000, 4000, 4000, 4 , 8
fO3native_transpose, 0.000256558, 0.000247157, 0.00034201, 0.000254929, 0.000255008, 10, 10, 10, 5 , 8
fO3native_transpose, 0.000259115, 0.0002629, 0.000254877, 0.000254927, 0.000259504, 25, 25, 25, 5 , 8
fO3native_transpose, 0.000287247, 0.000280667, 0.000287338, 0.000258773, 0.000283632, 50, 50, 50, 5 , 8
fO3native_transpose, 0.000299976, 0.00032834, 0.000307973, 0.000294469, 0.000278454, 100, 100, 100, 5 , 8
fO3native_transpose, 0.00102292, 0.00113989, 0.00102772, 0.00116036, 0.00104272, 500, 500, 500, 5 , 8
fO3native_transpose, 0.00175735, 0.00172434, 0.00173608, 0.00166945, 0.00176264, 1000, 1000, 1000, 5 , 8
fO3native_transpose, 0.00540883, 0.00479644, 0.00527292, 0.0050059, 0.00477025, 2000, 2000, 2000, 5 , 8
fO3native_transpose, 0.018836, 0.0182684, 0.0186033, 0.018384, 0.0204898, 4000, 4000, 4000, 5 , 8
fO3native_sub_mul, 0.000260656, 0.000268397, 0.00032194, 0.000311224, 0.000259905, 10, 10, 10, 6 , 8
fO3native_sub_mul, 0.000276581, 0.000279015, 0.000278263, 0.000267397, 0.000277542, 25, 25, 25, 6 , 8
fO3native_sub_mul, 0.000318445, 0.000298213, 0.000278844, 0.000278549, 0.000295831, 50, 50, 50, 6 , 8
fO3native_sub_mul, 0.000365066, 0.000346557, 0.000350262, 0.00034105, 0.000333398, 100, 100, 100, 6 , 8
fO3native_sub_mul, 0.00224721, 0.00230412, 0.00221539, 0.00220742, 0.00225689, 500, 500, 500, 6 , 8
fO3native_sub_mul, 0.0038836, 0.00386789, 0.00385652, 0.00376537, 0.00394407, 1000, 1000, 1000, 6 , 8
fO3native_sub_mul, 0.0107734, 0.0112923, 0.0112887, 0.0110371, 0.010923, 2000, 2000, 2000, 6 , 8
fO3native_sub_mul, 0.0424334, 0.0436812, 0.042674, 0.0429238, 0.0425045, 4000, 4000, 4000, 6 , 8
